target_end_date,target,location,observation
2026-07-06,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,357
2026-07-06,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,15
2026-07-06,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,9
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,19
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Boga,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,134
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,20
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,3
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,41
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,8
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,16
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Lolwa,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,3
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Mandima,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,20
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,154
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,12
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,24
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,20
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,75
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,2
2026-07-06,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-07-06,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1708
2026-07-06,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,580
2026-07-06,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,237
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,28
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Beni,29
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Boga,1
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,483
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,42
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Damas,5
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,3
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,4
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,2
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,61
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,9
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,23
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,4
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Lita,40
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Logo,7
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Lolwa,1
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,4
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Mandima,5
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,40
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,3
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,310
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,8
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,35
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,94
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,97
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,4
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,364
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,15
2026-07-07,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,9
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,19
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Boga,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,137
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,20
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,3
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,41
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,8
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,16
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Lolwa,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,3
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mandima,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,20
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,165
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,13
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,28
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,20
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,76
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,2
2026-07-07,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-07-07,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1759
2026-07-07,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,600
2026-07-07,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,304
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,29
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Beni,29
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Boga,1
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,487
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,42
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Damas,5
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,3
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,4
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,2
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,61
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,9
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,23
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,4
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Lita,41
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Logo,7
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Lolwa,1
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,4
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Mandima,5
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,43
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,3
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,315
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,8
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,35
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,104
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,97
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,4
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,370
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,15
2026-07-08,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,10
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,19
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Boga,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,141
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,20
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,3
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,41
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,8
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,16
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Lolwa,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,3
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mandima,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,23
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,167
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,13
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,36
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,22
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,80
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,2
2026-07-08,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-07-08,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1792
2026-07-08,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,625
2026-07-08,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,227
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,29
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Beni,30
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Boga,1
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,495
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,43
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Damas,5
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,3
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,4
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,2
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,66
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,9
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,25
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,5
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Lita,42
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Logo,7
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Lolwa,1
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,5
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Mandima,5
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,43
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,3
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,327
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,9
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,35
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,107
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,97
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,4
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,373
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,17
2026-07-09,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,10
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,20
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Boga,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,149
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,20
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,3
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,2
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,45
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,8
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,3
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,17
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Lolwa,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,4
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mandima,2
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,23
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,170
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,2
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,13
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,36
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,22
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,83
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,4
2026-07-09,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-07-09,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1830
2026-07-09,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,648
2026-07-09,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,284
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,31
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Beni,30
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Boga,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,503
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,43
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Damas,5
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,4
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,4
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,2
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,67
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,9
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,25
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,5
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Lita,45
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Logo,7
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Lolwa,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Lubunga (Tshopo),1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Makiso Kisangani,2
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,5
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Mandima,8
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,50
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Mangobo,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,3
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,329
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,9
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,35
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,110
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,97
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,4
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,384
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,19
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-07-10,insp_sitrep__cumulative_confirmed_cases__daily,Wamba,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,10
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,20
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Boga,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,156
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,20
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,3
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,2
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,45
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,8
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,3
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,19
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Lolwa,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Lubunga (Tshopo),0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Makiso Kisangani,2
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,4
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mandima,3
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,29
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mangobo,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,171
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,2
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,13
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,36
2026-07-10,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,23
